latitude,longitude,elevation,time,distance,elevation_change,slope,energy
30.14452,118.16588,1592.2,,0.0,0.0,,0.0
30.14439,118.1658,1593.08,,16.374752961329904,0.8799999999998818,0.05374126877382894,25.17475296132872
30.14444,118.1655,1591.12,,29.378040541323013,-1.9600000000000364,-0.06671649857801475,29.378040541323013
30.14443,118.1653,1591.46,,19.263553605681405,0.3400000000001455,0.01764991065303077,22.66355360568286
30.14424,118.16509,1599.33,,29.22515992262745,7.869999999999891,0.26928851786732494,107.92515992262636
30.14423,118.16494,1600.69,,14.466402868240186,1.3600000000001273,0.0940109308711357,28.06640286824146
30.1442,118.16489,1601.81,,5.851793551961189,1.1199999999998909,0.1913943118558122,17.0517935519601
30.1441,118.1648,1604.99,,14.090343616543,3.1800000000000637,0.22568647625218538,45.89034361654364
30.14401,118.16471,1608.11,,13.23048507071153,3.119999999999891,0.23581901822380413,44.43048507071044
30.14395,118.16455,1612.15,,16.769510063768138,4.040000000000191,0.24091341873659938,57.16951006377005
30.1439,118.16443,1615.66,,12.808491701317866,3.509999999999991,0.27403695000550665,47.90849170131777
30.14386,118.16427,1617.53,,16.01525285980977,1.8699999999998909,0.11676368873904266,34.71525285980868
30.14385,118.16416,1618.28,,10.635637574964129,0.75,0.07051763420046114,18.13563757496413
30.14395,118.16396,1616.31,,22.21475172948281,-1.9700000000000273,-0.08867981168502087,22.21475172948281
30.14397,118.16375,1617.04,,20.315194905140686,0.7300000000000182,0.03593369413430015,27.615194905140868
30.14392,118.16339,1620.14,,35.060382436881696,3.1000000000001364,0.0884188872035548,66.06038243688306
30.14387,118.16297,1620.42,,40.76712653102432,0.2799999999999727,0.006868279023464876,43.567126531024044
30.14373,118.16227,1615.93,,69.08717421093436,-4.490000000000009,-0.06499035531966194,69.08717421093436
30.14369,118.16204,1612.54,,22.559125754693234,-3.3900000000001,-0.15027178078010578,22.559125754693234
30.14362,118.16171,1605.94,,32.6728083966463,-6.599999999999909,-0.20200283734034216,32.6728083966463
30.14353,118.16146,1597.82,,26.039366404034983,-8.120000000000118,-0.3118355444601704,26.039366404034983
30.14339,118.16136,1592.58,,18.29765978330721,-5.240000000000009,-0.28637541970150815,18.29765978330721
30.14336,118.16082,1577.15,,52.032472717492695,-15.429999999999836,-0.29654558382754803,52.032472717492695
30.1432,118.16019,1570.9,,63.1381797183878,-6.25,-0.09898923326387576,63.1381797183878
30.14289,118.15991,1570.89,,43.7393757438566,-0.009999999999990905,-0.00022862694837146716,43.7393757438566
30.14275,118.15957,1570.39,,36.210998501611584,-0.5,-0.013807959478878975,36.210998501611584
30.14255,118.15929,1571.21,,34.92135317461861,0.8199999999999363,0.023481335213433978,43.12135317461797
30.14235,118.15894,1574.4,,40.339530814134065,3.1900000000000546,0.07907875812185575,72.23953081413461
30.14225,118.15869,1577.14,,26.48689733071291,2.740000000000009,0.10344737497142933,53.886897330713
30.14222,118.15849,1579.7,,19.519027646280932,2.5599999999999454,0.1311540741881021,45.11902764628039
30.14226,118.15822,1586.4,,26.34124124755947,6.7000000000000455,0.2543539971040964,93.34124124755992
30.14226,118.15788,1589.36,,32.69415904748905,2.959999999999809,0.09053604944235874,62.29415904748714
30.14234,118.15763,1594.9,,25.63287358283865,5.540000000000191,0.2161287138602069,81.03287358284055
