latitude,longitude,elevation,time,distance,elevation_change,time_delta,speed,slope,energy
30.14362,118.16171,1605.94,2009-12-31 23:00:00+00:00,0.0,0.0,0.0,,,0.0
30.14353,118.16146,1597.82,2009-12-31 23:00:09+00:00,26.039366404034983,-8.120000000000118,9.0,2.893262933781665,-0.3118355444601704,108.35771905452614
30.14339,118.16136,1592.58,2009-12-31 23:00:15+00:00,18.29765978330721,-5.240000000000009,6.0,3.049609963884535,-0.28637541970150815,75.30357521990598
30.14336,118.16082,1577.15,2009-12-31 23:00:34+00:00,52.032472717492695,-15.429999999999836,19.0,2.7385511956575104,-0.29654558382754803,215.09090178297342
30.1432,118.16019,1570.9,2009-12-31 23:00:57+00:00,63.1381797183878,-6.25,23.0,2.745138248625557,-0.09898923326387576,238.5474469861961
30.14289,118.15991,1570.89,2009-12-31 23:01:13+00:00,43.7393757438566,-0.009999999999990905,16.0,2.7337109839910374,-0.00022862694837146716,157.47975267788374
30.14275,118.15957,1570.39,2009-12-31 23:01:26+00:00,36.210998501611584,-0.5,13.0,2.785461423200891,-0.013807959478878975,131.2595946058017
30.14255,118.15929,1571.21,2009-12-31 23:01:38+00:00,34.92135317461861,0.8199999999999363,12.0,2.9101127645515508,0.023481335213433978,127.19287142862689
30.14235,118.15894,1574.4,2009-12-31 23:01:53+00:00,40.339530814134065,3.1900000000000546,15.0,2.6893020542756045,0.07907875812185575,150.96431093088273
30.14225,118.15869,1577.14,2009-12-31 23:02:02+00:00,26.48689733071291,2.740000000000009,9.0,2.9429885923014343,0.10344737497142933,100.2848303905665
30.14222,118.15849,1579.7,2009-12-31 23:02:09+00:00,19.519027646280932,2.5599999999999454,7.0,2.7884325208972762,0.1311540741881021,74.87649952661125
30.14226,118.15822,1586.4,2009-12-31 23:02:19+00:00,26.34124124755947,6.7000000000000455,10.0,2.634124124755947,0.2543539971040964,106.88846849121416
30.14226,118.15788,1589.36,2009-12-31 23:02:31+00:00,32.69415904748905,2.959999999999809,12.0,2.724513253957421,0.09053604944235874,123.02697257096024
30.14234,118.15763,1594.9,2009-12-31 23:02:40+00:00,25.63287358283865,5.540000000000191,9.0,2.84809706475985,0.2161287138602069,102.25034489821948
30.1424,118.15727,1593.87,2009-12-31 23:02:53+00:00,35.25435315605849,-1.0300000000002,13.0,2.711873319696807,-0.02921625013060816,128.76967136181094
30.14245,118.15707,1590.77,2009-12-31 23:03:00+00:00,20.0193385142542,-3.099999999999909,7.0,2.8599055020363147,-0.154850271291064,77.64961865131495
30.1425,118.15684,1590.75,2009-12-31 23:03:08+00:00,22.80469863833304,-0.01999999999998181,8.0,2.85058732979163,-0.0008770122472201086,82.13291509799892
30.14248,118.15665,1591.03,2009-12-31 23:03:15+00:00,18.40507442304662,0.2799999999999727,7.0,2.629296346149517,0.015213195750480637,66.76226792296778
30.14243,118.15655,1587.97,2009-12-31 23:03:19+00:00,11.107497777637324,-3.0599999999999454,4.0,2.776874444409331,-0.2754895892178912,45.49499199949427
30.14237,118.1564,1583.97,2009-12-31 23:03:24+00:00,15.892125130563084,-4.0,5.0,3.178425026112617,-0.25169698622038683,64.4116504700271
30.14235,118.15628,1582.55,2009-12-31 23:03:29+00:00,11.751452201225671,-1.4200000000000728,5.0,2.3502904402451343,-0.1208361294999751,44.861227924412546
30.14238,118.15611,1582.38,2009-12-31 23:03:35+00:00,16.683953990845797,-0.16999999999984539,6.0,2.7806589984742995,-0.010189431120052328,60.368234367044586
30.14245,118.15602,1581.93,2009-12-31 23:03:39+00:00,11.639691897405188,-0.4500000000000455,4.0,2.909922974351297,-0.03866081713901405,42.71289083065876
30.1425,118.15603,1583.54,2009-12-31 23:03:41+00:00,5.64228997642837,1.6099999999999,2.0,2.821144988214185,0.2853451358802809,23.21024391514195
30.14259,118.15606,1589.32,2009-12-31 23:03:45+00:00,10.415028812417173,5.779999999999973,4.0,2.6037572031042933,0.5549672597265259,47.89810372470178
30.1427,118.15609,1596.19,2009-12-31 23:03:49+00:00,12.567022525526113,6.870000000000118,4.0,3.1417556313815282,0.5466688697379023,57.607281091894215
30.14282,118.15605,1602.97,2009-12-31 23:03:54+00:00,13.88670276220816,6.779999999999973,5.0,2.7773405524416317,0.4882368490273546,62.19612994394932
30.14285,118.15593,1604.17,2009-12-31 23:03:58+00:00,12.011557047276227,1.2000000000000455,4.0,3.002889261819057,0.09990378393716746,45.4016053701945
30.14286,118.15577,1604.12,2009-12-31 23:04:04+00:00,15.425523479197869,-0.0500000000001819,6.0,2.5709205798663115,-0.0032413810829570572,55.621884525112655
30.14292,118.15556,1609.87,2009-12-31 23:04:12+00:00,21.266917630580213,5.75,8.0,2.6583647038225267,0.27037298492809964,86.91090347008877
30.14288,118.15542,1606.77,2009-12-31 23:04:17+00:00,14.177943789751948,-3.099999999999909,5.0,2.8355887579503896,-0.21864947738335938,56.620597643106855
30.14287,118.1553,1607.06,2009-12-31 23:04:21+00:00,11.59249521926778,0.2899999999999636,4.0,2.898123804816945,0.02501618456723254,42.25498278936394
30.14287,118.15507,1607.3,2009-12-31 23:04:29+00:00,22.116500275630443,0.2400000000000091,8.0,2.7645625344538054,0.01085162647837454,80.0514009922696
30.1429,118.15492,1612.22,2009-12-31 23:04:34+00:00,14.804524791697334,4.920000000000073,5.0,2.9609049583394667,0.3323308292042785,62.152289250110535
30.14289,118.15475,1616.44,2009-12-31 23:04:40+00:00,16.38474902666634,4.220000000000027,6.0,2.7307915044443902,0.25755658467102155,66.58109649599888
30.14295,118.15455,1622.24,2009-12-31 23:04:47+00:00,20.356103422105416,5.7999999999999545,7.0,2.908014774586488,0.28492682905617034,83.72197231957942
30.14295,118.15451,1622.75,2009-12-31 23:04:49+00:00,3.8463447552918613,0.5099999999999909,2.0,1.9231723776459306,0.1325934185432351,14.764841119050685
30.14296,118.15444,1623.91,2009-12-31 23:04:51+00:00,6.822329405798017,1.1600000000000819,2.0,3.4111647028990086,0.1700299019590355,26.64838586087301
30.14298,118.15437,1624.53,2009-12-31 23:04:54+00:00,7.088967360778242,0.6199999999998909,3.0,2.362989120259414,0.08745984689254176,26.636282498801474
30.14297,118.15429,1624.31,2009-12-31 23:04:57+00:00,7.77263617381876,-0.22000000000002728,3.0,2.5908787246062532,-0.028304425304386722,28.377490225747586
30.14291,118.15424,1623.51,2009-12-31 23:05:00+00:00,8.223607894969886,-0.7999999999999545,3.0,2.7412026316566287,-0.09728090276401535,31.044988421891507
30.14286,118.15422,1623.03,2009-12-31 23:05:02+00:00,5.882973410659452,-0.4800000000000182,2.0,2.941486705329726,-0.08159139375512027,22.04270427837406
30.1428,118.15416,1623.39,2009-12-31 23:05:05+00:00,8.820370233942572,0.36000000000012733,3.0,2.940123411314191,0.04081461327040155,32.40133284219349
30.14274,118.15408,1622.37,2009-12-31 23:05:08+00:00,10.182789892801681,-1.0200000000002092,3.0,3.3942632976005602,-0.10016901170879089,38.49404361408643
30.14269,118.154,1619.84,2009-12-31 23:05:12+00:00,9.491497935811829,-2.5299999999999727,4.0,2.372874483952957,-0.26655434338284734,38.723392568922534
30.14266,118.15394,1618.41,2009-12-31 23:05:14+00:00,6.664487529387192,-1.4299999999998363,2.0,3.332243764693596,-0.2145701366675566,26.566155105793598
30.1426,118.15393,1612.15,2009-12-31 23:05:17+00:00,6.740636183231142,-6.259999999999991,3.0,2.246878727743714,-0.9286957239397015,35.534290259632094
30.14253,118.15394,1604.33,2009-12-31 23:05:20+00:00,7.842817261851206,-7.820000000000164,3.0,2.6142724206170684,-0.9970906804163309,42.31014214266463
30.14244,118.15392,1594.48,2009-12-31 23:05:23+00:00,10.190660023795745,-9.849999999999909,3.0,3.3968866745985817,-0.9665713483719036,54.416376085664524
30.14237,118.15389,1586.55,2009-12-31 23:05:26+00:00,8.301027123373203,-7.930000000000064,3.0,2.767009041124401,-0.9553034681300537,44.157697644143646
30.14236,118.15382,1590.32,2009-12-31 23:05:29+00:00,6.822369116133346,3.769999999999982,3.0,2.274123038711115,0.5525939649153243,31.34652881808001
30.1423,118.15378,1585.22,2009-12-31 23:05:31+00:00,7.701043829369633,-5.099999999999909,2.0,3.8505219146848164,-0.6622478865202573,36.90375778573052
30.1422,118.15372,1575.74,2009-12-31 23:05:36+00:00,12.527207085192044,-9.480000000000018,5.0,2.505441417038409,-0.7567528768009256,62.16194550669139
30.14213,118.15358,1577.02,2009-12-31 23:05:42+00:00,15.550531141224981,1.2799999999999727,6.0,2.5917551902041636,0.0823123009995877,58.28591210840988
30.1421,118.15344,1585.56,2009-12-31 23:05:47+00:00,13.869461258673182,8.539999999999964,5.0,2.7738922517346363,0.6157412923778512,65.30206053122339
30.14214,118.15329,1600.15,2009-12-31 23:05:52+00:00,15.094111385838143,14.590000000000146,5.0,3.0188222771676285,0.9666021156892367,80.60080098901757
30.14214,118.15303,1604.89,2009-12-31 23:06:01+00:00,25.00144614760712,4.740000000000009,9.0,2.7779384608452355,0.18958903305094105,98.53720613138564
30.14217,118.15288,1608.62,2009-12-31 23:06:06+00:00,14.804628760435067,3.729999999999791,5.0,2.9609257520870136,0.25194822918951576,60.01066353756586
30.1421,118.15281,1596.83,2009-12-31 23:06:10+00:00,10.290462952533728,-11.789999999999964,4.0,2.572615738133432,-1.145721048157218,58.26766662912136
30.14201,118.15286,1582.59,2009-12-31 23:06:14+00:00,11.102591777793307,-14.240000000000009,4.0,2.775647944448327,-1.2825834080004586,65.60133040005593
30.14196,118.15292,1574.55,2009-12-31 23:06:17+00:00,8.012412764925802,-8.039999999999964,3.0,2.6708042549752675,-1.0034430621441426,43.31668595373282
30.14188,118.15292,1568.38,2009-12-31 23:06:20+00:00,8.895594131622975,-6.169999999999845,3.0,2.965198043874325,-0.6936017885602597,43.13013887384243
30.1419,118.15275,1571.2,2009-12-31 23:06:26+00:00,16.497719167046185,2.8199999999999363,6.0,2.7496198611743643,0.1709327193320651,64.46778900136616
30.14185,118.15255,1575.51,2009-12-31 23:06:33+00:00,20.01944149508154,4.309999999999945,7.0,2.8599202135830772,0.2152907213250102,79.82798938229345
30.14182,118.15246,1575.57,2009-12-31 23:06:37+00:00,9.275023510354465,0.05999999999994543,4.0,2.3187558775886163,0.006468986297766527,33.49808463727597
30.14189,118.15246,1581.44,2009-12-31 23:06:39+00:00,7.783644865219484,5.870000000000118,2.0,3.891822432609742,0.7541454038107114,38.587121514790354
30.14198,118.15245,1588.1,2009-12-31 23:06:43+00:00,10.053635754580258,6.6599999999998545,4.0,2.5134089386450644,0.6624469159791946,48.18108871648867
30.14201,118.15238,1590.88,2009-12-31 23:06:46+00:00,7.512423677957652,2.7800000000002,3.0,2.504141225985884,0.3700536763064964,32.048725240647904
30.14203,118.15221,1593.83,2009-12-31 23:06:52+00:00,16.49769782672847,2.949999999999818,6.0,2.749616304454745,0.1788128277643942,64.70171217622216
30.14209,118.15211,1593.09,2009-12-31 23:06:56+00:00,11.703759655601134,-0.7400000000000091,4.0,2.9259399139002835,-0.06322754582933213,43.4655347601641
30.14208,118.15204,1591.11,2009-12-31 23:06:58+00:00,6.822387960123786,-1.9800000000000182,2.0,3.411193980061893,-0.29022096245082096,28.12459665644566
30.14204,118.152,1588.58,2009-12-31 23:07:00+00:00,5.880266456618665,-2.5299999999999727,2.0,2.9401332283093327,-0.43025261162311357,25.722959243827145
30.14195,118.15195,1583.42,2009-12-31 23:07:04+00:00,11.10259304384308,-5.1599999999998545,4.0,2.77564826096077,-0.46475629428400256,49.25733495783483
30.14189,118.15191,1578.1,2009-12-31 23:07:07+00:00,7.701051811867322,-5.320000000000164,3.0,2.567017270622441,-0.690814726347126,37.299786522722655
30.14187,118.15184,1573.89,2009-12-31 23:07:10+00:00,7.08903796392442,-4.209999999999809,3.0,2.3630126546414734,-0.593874658511378,33.09853667012757
30.14189,118.15174,1570.37,2009-12-31 23:07:13+00:00,9.86977861712779,-3.520000000000209,3.0,3.2899262057092638,-0.35664427101654345,41.86720302166043
30.14191,118.15163,1566.46,2009-12-31 23:07:17+00:00,10.80881648043085,-3.9099999999998545,4.0,2.7022041201077127,-0.3617417325087194,45.9497393295508
30.14199,118.15153,1566.56,2009-12-31 23:07:22+00:00,13.099552245337495,0.09999999999990905,5.0,2.619910449067499,0.007633848709256601,47.33838808321482
30.14203,118.15149,1565.93,2009-12-31 23:07:24+00:00,5.880267731521061,-0.6299999999998818,2.0,2.9401338657605307,-0.10713797887514186,22.30296383347561
30.14205,118.15142,1562.66,2009-12-31 23:07:27+00:00,7.089027600405625,-3.269999999999982,3.0,2.3630092001352083,-0.46127624045544363,31.40649936146022
30.14201,118.15131,1555.39,2009-12-31 23:07:31+00:00,11.474641299573074,-7.269999999999982,4.0,2.8686603248932685,-0.6335710032409004,54.39470867846303
30.14204,118.1512,1547.63,2009-12-31 23:07:35+00:00,11.091094899312505,-7.759999999999991,4.0,2.7727737248281263,-0.699660409585081,53.895941637525
30.14198,118.15105,1539.61,2009-12-31 23:07:40+00:00,15.892176874602209,-8.02000000000021,5.0,3.1784353749204417,-0.5046508142517105,71.64783674856832
30.14192,118.15093,1537.17,2009-12-31 23:07:45+00:00,13.329048458557367,-2.439999999999827,5.0,2.6658096917114733,-0.18305882881184407,52.37657445080621
30.14189,118.15081,1535.24,2009-12-31 23:07:50+00:00,12.011661526790729,-1.9300000000000637,5.0,2.402332305358146,-0.1606771882220794,46.71598149644674
30.14183,118.15078,1535.72,2009-12-31 23:07:52+00:00,7.268668242225977,0.4800000000000182,2.0,3.6343341211129885,0.06603685627190238,27.031205672013552
