latitude,longitude,elevation,time,distance,elevation_change,slope,energy
30.10697,118.16765,821.75,,0.0,0.0,,0.0
30.10701,118.16763,822.1,,4.846048457089081,0.35000000000002274,0.07222379286943002,8.346048457089308
30.10706,118.16761,822.65,,5.883201749593215,0.5499999999999545,0.09348651013676072,11.38320174959276
30.1071,118.16758,823.28,,5.301959932092018,0.6299999999999955,0.11882398359646101,11.601959932091972
30.10713,118.16755,823.92,,4.410867831523444,0.6399999999999864,0.14509616348648116,10.810867831523307
30.10717,118.16751,824.95,,5.881156217816442,1.0300000000000864,0.1751356301129687,16.181156217817307
30.1072,118.16748,825.55,,4.410866493710785,0.599999999999909,0.13602769452564853,10.410866493709875
30.10723,118.16743,825.76,,5.853274161471282,0.21000000000003638,0.035877355853642545,7.953274161471646
30.10726,118.16739,825.79,,5.092440650860409,0.029999999999972715,0.005891084856316189,5.392440650860136
30.10731,118.16738,826.07,,5.642348401204242,0.2800000000000864,0.04962472716862472,8.442348401205106
30.10735,118.16736,826.43,,4.846045829404874,0.35999999999989996,0.07428737008954583,8.446045829403873
30.10739,118.16735,826.81,,4.550627797251123,0.37999999999999545,0.08350496171748881,8.350627797251079
30.10744,118.16736,827.08,,5.642348185835493,0.2700000000000955,0.04785241731056254,8.342348185836448
30.10749,118.16736,827.45,,5.559746332017458,0.37000000000000455,0.0665497988405063,9.259746332017503
30.10753,118.16737,828.28,,4.5506275095387485,0.8299999999999272,0.18239242791464072,12.850627509538022
30.10758,118.16739,829.64,,5.883198437974702,1.3600000000000136,0.23116677336965627,19.48319843797484
30.10761,118.16743,830.31,,5.092430353269103,0.6699999999999591,0.13156782783879417,11.792430353268694
30.10764,118.16747,831.21,,5.092429470333141,0.900000000000091,0.17673293370938212,14.09242947033405
30.10766,118.16751,832.12,,4.444173102323752,0.9099999999999682,0.20476250115553574,13.544173102323434
30.10768,118.16756,833.94,,5.298910219018594,1.82000000000005,0.34346684974351777,23.498910219019095
30.1077,118.16762,835.85,,6.185210986878123,1.9099999999999682,0.3088011070361251,25.285210986877804
30.10771,118.16767,837.12,,4.936510873897801,1.2699999999999818,0.25726672794649535,17.63651087389762
30.10772,118.16772,838.33,,4.936510399648693,1.2100000000000364,0.24511241789061075,17.036510399649057
30.10774,118.16778,839.97,,6.185208805269019,1.6399999999999864,0.2651486880447614,22.585208805268884
30.10776,118.16783,841.78,,5.298906684500812,1.8099999999999454,0.34157989709351866,23.39890668450027
30.1078,118.16782,842.4,,4.550626953628946,0.6200000000000045,0.1362449627969568,10.750626953628991
30.10784,118.16779,842.38,,5.301948169713949,-0.01999999999998181,-0.0037721983240475267,5.301948169713949
30.10787,118.16775,842.29,,5.092422703118739,-0.09000000000003183,-0.01767331685661392,5.092422703118739
30.10791,118.16772,842.65,,5.301947056563198,0.36000000000001364,0.06789958408852372,8.901947056563333
30.10794,118.16768,842.72,,5.0924206435237895,0.07000000000005002,0.013745918670145893,5.79242064352429
30.10798,118.16766,843.25,,4.8460409602805,0.5299999999999727,0.10936762696477396,10.146040960280228
30.10803,118.16767,844.34,,5.642347206229652,1.0900000000000318,0.19318201453405334,16.54234720622997
30.10807,118.16769,845.05,,4.8460402640656906,0.7099999999999227,0.1465113703789685,11.946040264064917
30.10812,118.1677,845.12,,5.642347056856601,0.07000000000005002,0.012406184748062557,6.342347056857101
30.10816,118.1677,845.1,,4.44779706600901,-0.01999999999998181,-0.004496608029360414,4.44779706600901
30.1082,118.16767,844.92,,5.301942446297657,-0.18000000000006366,-0.03394982156506764,5.301942446297657
30.10825,118.16765,844.89,,5.883194172905484,-0.029999999999972715,-0.005099270756374996,5.883194172905484
30.10829,118.16767,844.97,,4.846038563708245,0.08000000000004093,0.016508329215363073,5.646038563708654
30.10834,118.16769,845.18,,5.883193599050622,0.2099999999999227,0.035694898776373885,7.983193599049849
30.10837,118.16772,846.03,,4.410844138977503,0.8500000000000227,0.1927068772366699,12.91084413897773
30.10842,118.16774,847.45,,5.883193089685687,1.4200000000000728,0.24136552690911886,20.083193089686414
30.10846,118.16774,848.59,,4.44779706600901,1.1399999999999864,0.2563066576737737,15.847797066008873
30.1085,118.16771,849.65,,5.301937677367949,1.0599999999999454,0.1999269068221419,15.901937677367403
30.10855,118.1677,851.02,,5.6423463435708605,1.3700000000000045,0.24280678933526356,19.342346343570906
30.10856,118.16771,851.33,,1.470280105696421,0.3100000000000591,0.21084417778558107,4.570280105697012
30.1086,118.16772,852.48,,4.550625307229808,1.1499999999999773,0.2527125224247565,16.05062530722958
