latitude,longitude,elevation,time,distance,elevation_change,time_delta,speed,slope,energy
30.14469,118.16564,1591.65,2009-12-31 23:00:00+00:00,0.0,0.0,0.0,,,0.0
30.14469,118.16564,1591.65,2009-12-31 23:15:57+00:00,0.0,0.0,957.0,0.0,,0.0
30.14464,118.16551,1591.7,2009-12-31 23:00:04+00:00,13.681040120784438,0.049999999999954525,-953.0,-0.014355760882250197,0.003654692885813103,49.341744434823894
30.14464,118.16551,1591.7,2009-12-31 23:15:52+00:00,0.0,0.0,948.0,0.0,,0.0
30.14464,118.16538,1591.7,2009-12-31 23:00:09+00:00,12.5004063411749,0.0,-943.0,-0.013255998240906574,0.0,45.00146282822964
30.14464,118.16538,1591.7,2009-12-31 23:15:48+00:00,0.0,0.0,939.0,0.0,,0.0
30.1446,118.16532,1591.56,2009-12-31 23:00:12+00:00,7.2848541432703104,-0.14000000000010004,-936.0,-0.007782963828280246,-0.019217955122606115,26.477474915773296
30.1446,118.16532,1591.56,2009-12-31 23:15:45+00:00,0.0,0.0,933.0,0.0,,0.0
30.14453,118.16529,1591.31,2009-12-31 23:00:15+00:00,8.301005177061118,-0.25,-930.0,-0.008925812018345287,-0.030116834608276903,30.333618637420024
30.14453,118.16529,1591.31,2009-12-31 23:15:42+00:00,0.0,0.0,927.0,0.0,,0.0
30.14449,118.16525,1591.48,2009-12-31 23:00:17+00:00,5.880203984506913,0.17000000000007276,-925.0,-0.006356977280548014,0.028910561682551593,21.47473434422502
30.14449,118.16525,1591.48,2009-12-31 23:15:40+00:00,0.0,0.0,923.0,0.0,,0.0
30.14449,118.16518,1592.28,2009-12-31 23:00:19+00:00,6.730998262599857,0.7999999999999545,-921.0,-0.007308358591313634,0.11885309857307161,25.671593745359406
30.14449,118.16518,1592.28,2009-12-31 23:15:38+00:00,0.0,0.0,919.0,0.0,,0.0
30.14448,118.1651,1593.28,2009-12-31 23:00:22+00:00,7.7725196577896165,1.0,-916.0,-0.008485283469202638,0.12865840731554798,29.78107076804262
30.14448,118.1651,1593.28,2009-12-31 23:15:35+00:00,0.0,0.0,913.0,0.0,,0.0
30.14423,118.16494,1600.69,2009-12-31 23:00:33+00:00,31.772198984172526,7.410000000000082,-902.0,-0.035224167388217875,0.23322276194012914,127.71791634302124
30.14423,118.16494,1600.69,2009-12-31 23:15:23+00:00,0.0,0.0,890.0,0.0,,0.0
30.1442,118.16489,1601.81,2009-12-31 23:00:35+00:00,5.851793551961189,1.1199999999998909,-888.0,-0.006589857603559898,0.1913943118558122,23.082456787060085
30.1442,118.16489,1601.81,2009-12-31 23:15:21+00:00,0.0,0.0,886.0,0.0,,0.0
