latitude,longitude,elevation,time,distance,elevation_change,time_delta,speed,slope,energy
30.14003,118.17048,1672.88,2009-12-31 23:00:00+00:00,0.0,0.0,0.0,,,0.0
30.14003,118.17048,1672.88,2009-12-31 23:06:31+00:00,0.0,0.0,391.0,0.0,,0.0
30.1401,118.17057,1667.23,2009-12-31 23:00:04+00:00,11.639845142175373,-5.650000000000091,-387.0,-0.03007711923042732,-0.4854016467562868,52.07344251183151
30.1401,118.17057,1667.23,2009-12-31 23:06:27+00:00,0.0,0.0,383.0,0.0,,0.0
30.14021,118.17065,1660.13,2009-12-31 23:00:09+00:00,14.44953273069259,-7.099999999999909,-378.0,-0.03822627706532431,-0.49136537023917964,64.79831783049316
30.14021,118.17065,1660.13,2009-12-31 23:06:22+00:00,0.0,0.0,373.0,0.0,,0.0
30.14028,118.17068,1656.39,2009-12-31 23:00:12+00:00,8.301049069157783,-3.740000000000009,-370.0,-0.022435267754480494,-0.45054546345182206,36.61577664896803
30.14028,118.17068,1656.39,2009-12-31 23:06:19+00:00,0.0,0.0,367.0,0.0,,0.0
30.14032,118.17067,1656.33,2009-12-31 23:00:14+00:00,4.550560009685549,-0.060000000000172804,-365.0,-0.012467287697768628,-0.01318519036612351,16.490016034868287
30.14032,118.17067,1656.33,2009-12-31 23:06:17+00:00,0.0,0.0,363.0,0.0,,0.0
30.14039,118.17063,1657.21,2009-12-31 23:00:17+00:00,8.682181380440003,0.8800000000001091,-360.0,-0.02411717050122223,0.10135701633493308,32.83985296958421
30.14039,118.17063,1657.21,2009-12-31 23:06:14+00:00,0.0,0.0,357.0,0.0,,0.0
30.14048,118.17056,1659.8,2009-12-31 23:00:21+00:00,12.06072080970711,2.589999999999918,-353.0,-0.034166347902853,0.21474670053844114,48.08059491494545
30.14048,118.17056,1659.8,2009-12-31 23:06:09+00:00,0.0,0.0,348.0,0.0,,0.0
30.14053,118.1705,1660.69,2009-12-31 23:00:24+00:00,8.012475077598753,0.8900000000001,-345.0,-0.023224565442315225,0.11107678855543135,30.44691027935569
30.14053,118.1705,1660.69,2009-12-31 23:06:07+00:00,0.0,0.0,343.0,0.0,,0.0
30.14058,118.17044,1661.53,2009-12-31 23:00:27+00:00,8.012472973736916,0.8399999999999181,-340.0,-0.023566096981579163,0.10483654706271699,30.356902705452747
30.14058,118.17044,1661.53,2009-12-31 23:06:04+00:00,0.0,0.0,337.0,0.0,,0.0
30.14068,118.17042,1663.02,2009-12-31 23:00:31+00:00,11.284586081696336,1.490000000000009,-333.0,-0.033887645890979985,0.13203851600873492,43.30650989410683
30.14068,118.17042,1663.02,2009-12-31 23:06:00+00:00,0.0,0.0,329.0,0.0,,0.0
30.1408,118.17043,1664.31,2009-12-31 23:00:36+00:00,13.377996040557436,1.2899999999999636,-324.0,-0.04129011123628838,0.096426998190845,50.482785746006705
30.1408,118.17043,1664.31,2009-12-31 23:05:55+00:00,0.0,0.0,319.0,0.0,,0.0
30.14084,118.17047,1663.48,2009-12-31 23:00:38+00:00,5.880298074040527,-0.8299999999999272,-317.0,-0.018549836195711444,-0.14114930732237688,22.663073066545767
30.14084,118.17047,1663.48,2009-12-31 23:05:53+00:00,0.0,0.0,315.0,0.0,,0.0
30.14087,118.17055,1659.4,2009-12-31 23:00:41+00:00,8.384978555506077,-4.079999999999927,-312.0,-0.026874931267647683,-0.48658442868893875,37.52992279982175
30.14087,118.17055,1659.4,2009-12-31 23:05:50+00:00,0.0,0.0,309.0,0.0,,0.0
30.14086,118.17058,1657.78,2009-12-31 23:00:42+00:00,3.0917009633970243,-1.6200000000001182,-308.0,-0.01003799014089943,-0.5239834056331677,14.0461234682295
30.14086,118.17058,1657.78,2009-12-31 23:05:49+00:00,0.0,0.0,307.0,0.0,,0.0
30.14089,118.17064,1650.12,2009-12-31 23:00:44+00:00,6.6645786447749344,-7.660000000000082,-305.0,-0.021851077523852243,-1.1493599833210106,37.78048312118992
30.14089,118.17064,1650.12,2009-12-31 23:05:46+00:00,0.0,0.0,302.0,0.0,,0.0
30.14093,118.17067,1644.39,2009-12-31 23:00:46+00:00,5.301421962653972,-5.729999999999791,-300.0,-0.017671406542179906,-1.0808420911153553,29.399119065553922
30.14093,118.17067,1644.39,2009-12-31 23:05:44+00:00,0.0,0.0,298.0,0.0,,0.0
30.14101,118.17071,1634.74,2009-12-31 23:00:50+00:00,9.691571424395008,-9.650000000000091,-294.0,-0.03296452865440479,-0.9957105589409087,52.259657127822194
30.14101,118.17071,1634.74,2009-12-31 23:05:41+00:00,0.0,0.0,291.0,0.0,,0.0
30.14105,118.17077,1626.32,2009-12-31 23:00:52+00:00,7.28502039339198,-8.420000000000073,-289.0,-0.025207683022117577,-1.1557963526962256,41.38207341621126
30.14105,118.17077,1626.32,2009-12-31 23:05:38+00:00,0.0,0.0,286.0,0.0,,0.0
30.14119,118.17089,1612.5,2009-12-31 23:00:59+00:00,19.377687173916822,-13.819999999999936,-279.0,-0.06945407589217499,-0.7131914080335776,94.63567382610044
30.14119,118.17089,1612.5,2009-12-31 23:05:31+00:00,0.0,0.0,272.0,0.0,,0.0
30.14123,118.17089,1611.14,2009-12-31 23:01:01+00:00,4.447797065613965,-1.3599999999999,-270.0,-0.01647332246523691,-0.30576934602392164,18.460069436210098
30.14123,118.17089,1611.14,2009-12-31 23:05:30+00:00,0.0,0.0,269.0,0.0,,0.0
30.14126,118.1709,1609.74,2009-12-31 23:01:02+00:00,3.471679779832366,-1.400000000000091,-268.0,-0.012954029029225248,-0.4032629991201814,15.01804720739668
30.14126,118.1709,1609.74,2009-12-31 23:05:28+00:00,0.0,0.0,266.0,0.0,,0.0
30.14137,118.17077,1613.9,2009-12-31 23:01:08+00:00,17.48939284683528,4.160000000000082,-260.0,-0.06726689556475107,0.23785845720498167,70.44981424860715
30.14137,118.17077,1613.9,2009-12-31 23:05:22+00:00,0.0,0.0,254.0,0.0,,0.0
30.14148,118.17081,1611.77,2009-12-31 23:01:13+00:00,12.821973209990707,-2.130000000000109,-249.0,-0.051493868313215695,-0.16612107708511215,49.99310355596675
30.14148,118.17081,1611.77,2009-12-31 23:05:17+00:00,0.0,0.0,244.0,0.0,,0.0
30.14152,118.17087,1608.3,2009-12-31 23:01:16+00:00,7.284998627865737,-3.4700000000000273,-241.0,-0.03022821007413169,-0.4763212976769801,32.4719950603167
30.14152,118.17087,1608.3,2009-12-31 23:05:15+00:00,0.0,0.0,239.0,0.0,,0.0
30.14159,118.17085,1610.21,2009-12-31 23:01:19+00:00,8.017719373968907,1.9100000000000819,-236.0,-0.03397338717783435,0.23822235612302298,32.301789746288215
30.14159,118.17085,1610.21,2009-12-31 23:05:12+00:00,0.0,0.0,233.0,0.0,,0.0
30.14167,118.17071,1623.52,2009-12-31 23:01:24+00:00,16.135905664667074,13.309999999999945,-228.0,-0.0707715160731012,0.8248684812991292,82.04726039280138
30.14167,118.17071,1623.52,2009-12-31 23:05:06+00:00,0.0,0.0,222.0,0.0,,0.0
30.1417,118.17075,1619.62,2009-12-31 23:01:26+00:00,5.0914268976961115,-3.900000000000091,-220.0,-0.023142849534982326,-0.765993517802417,25.34913683170617
30.1417,118.17075,1619.62,2009-12-31 23:05:04+00:00,0.0,0.0,218.0,0.0,,0.0
30.14174,118.17073,1621.18,2009-12-31 23:01:28+00:00,4.845779910311304,1.5600000000001728,-216.0,-0.02243416625144122,0.32192960243214075,20.252807677121005
30.14174,118.17073,1621.18,2009-12-31 23:05:02+00:00,0.0,0.0,214.0,0.0,,0.0
30.14181,118.1707,1623.24,2009-12-31 23:01:31+00:00,8.30103352466697,2.0599999999999454,-211.0,-0.03934139111216573,0.2481618697091807,33.591720688801
30.14181,118.1707,1623.24,2009-12-31 23:04:59+00:00,0.0,0.0,208.0,0.0,,0.0
30.1419,118.17068,1624.03,2009-12-31 23:01:35+00:00,10.190662340843666,0.7899999999999636,-204.0,-0.049954227160998364,0.07752194838540406,38.10838442703713
30.1419,118.17068,1624.03,2009-12-31 23:04:56+00:00,0.0,0.0,201.0,0.0,,0.0
30.14193,118.17059,1630.62,2009-12-31 23:01:38+00:00,9.275016963206076,6.589999999999918,-198.0,-0.046843520016192304,0.7105108299146405,45.252061067541725
30.14193,118.17059,1630.62,2009-12-31 23:04:52+00:00,0.0,0.0,194.0,0.0,,0.0
30.1421,118.17057,1629.7,2009-12-31 23:01:45+00:00,19.000717632684218,-0.9199999999998454,-187.0,-0.1016081156828033,-0.04841922383064632,70.0585834776629
30.1421,118.17057,1629.7,2009-12-31 23:04:46+00:00,0.0,0.0,181.0,0.0,,0.0
30.14234,118.1704,1635.67,2009-12-31 23:01:56+00:00,31.295552083379455,5.970000000000027,-170.0,-0.18409148284340857,0.1907619326891694,123.40998750016608
30.14234,118.1704,1635.67,2009-12-31 23:04:34+00:00,0.0,0.0,158.0,0.0,,0.0
30.14243,118.17037,1636.76,2009-12-31 23:02:00+00:00,10.415030108073182,1.0899999999999181,-154.0,-0.06763006563683885,0.10465644253442989,39.45610838906331
30.14243,118.17037,1636.76,2009-12-31 23:04:31+00:00,0.0,0.0,151.0,0.0,,0.0
30.1425,118.17038,1636.32,2009-12-31 23:02:03+00:00,7.8428173807773325,-0.44000000000005457,-148.0,-0.052992009329576574,-0.05610228807296855,29.026142570798495
30.1425,118.17038,1636.32,2009-12-31 23:04:28+00:00,0.0,0.0,145.0,0.0,,0.0
30.1426,118.17044,1635.54,2009-12-31 23:02:07+00:00,12.527199007187077,-0.7799999999999727,-141.0,-0.08884538302969558,-0.06226451735559344,46.50191642587343
30.1426,118.17044,1635.54,2009-12-31 23:04:23+00:00,0.0,0.0,136.0,0.0,,0.0
30.14269,118.17045,1636.37,2009-12-31 23:02:11+00:00,10.053635092788388,0.8299999999999272,-132.0,-0.07616390221809385,0.08255720367206262,37.687086334038064
30.14269,118.17045,1636.37,2009-12-31 23:04:20+00:00,0.0,0.0,129.0,0.0,,0.0
30.14275,118.17054,1633.36,2009-12-31 23:02:15+00:00,10.927413198588983,-3.009999999999991,-125.0,-0.08741930558871186,-0.27545402972303284,44.75668751492032
30.14275,118.17054,1633.36,2009-12-31 23:04:16+00:00,0.0,0.0,121.0,0.0,,0.0
30.14276,118.17072,1627.92,2009-12-31 23:02:21+00:00,17.34426610882061,-5.439999999999827,-115.0,-0.15081970529409225,-0.31364832422821615,72.23135799175388
30.14276,118.17072,1627.92,2009-12-31 23:04:09+00:00,0.0,0.0,108.0,0.0,,0.0
30.14275,118.17084,1624.17,2009-12-31 23:02:25+00:00,11.592509186611933,-3.75,-104.0,-0.1114664344866532,-0.32348475551184686,48.48303307180296
30.14275,118.17084,1624.17,2009-12-31 23:04:05+00:00,0.0,0.0,100.0,0.0,,0.0
30.1428,118.17095,1623.35,2009-12-31 23:02:29+00:00,11.949626939440533,-0.8200000000001637,-96.0,-0.12447528061917222,-0.06862138911581411,44.49465698198621
30.1428,118.17095,1623.35,2009-12-31 23:04:01+00:00,0.0,0.0,92.0,0.0,,0.0
30.14296,118.1711,1623.51,2009-12-31 23:02:38+00:00,22.903547206814963,0.16000000000008185,-83.0,-0.2759463518893369,0.0069858174611692365,82.74076994453401
30.14296,118.1711,1623.51,2009-12-31 23:03:53+00:00,0.0,0.0,75.0,0.0,,0.0
30.14304,118.1711,1624.96,2009-12-31 23:02:41+00:00,8.895594131622975,1.4500000000000455,-72.0,-0.12354991849476354,0.16300204107170718,34.63413887384279
30.14304,118.1711,1624.96,2009-12-31 23:03:50+00:00,0.0,0.0,69.0,0.0,,0.0
30.14304,118.17117,1623.86,2009-12-31 23:02:43+00:00,6.731097183118223,-1.1000000000001364,-67.0,-0.10046413706146601,-0.16342060886581264,26.211949859225847
30.14304,118.17117,1623.86,2009-12-31 23:03:47+00:00,0.0,0.0,64.0,0.0,,0.0
30.14306,118.17128,1622.43,2009-12-31 23:02:47+00:00,10.808695837989822,-1.4299999999998363,-60.0,-0.1801449306331637,-0.13230088268130827,41.485305016763064
30.14306,118.17128,1622.43,2009-12-31 23:03:43+00:00,0.0,0.0,56.0,0.0,,0.0
30.14306,118.17143,1619.26,2009-12-31 23:02:52+00:00,14.423776753282441,-3.1700000000000728,-51.0,-0.2828191520251459,-0.21977600279196438,57.63159631181692
30.14306,118.17143,1619.26,2009-12-31 23:03:38+00:00,0.0,0.0,46.0,0.0,,0.0
30.14302,118.17154,1613.97,2009-12-31 23:02:56+00:00,11.474541491885855,-5.289999999999964,-42.0,-0.27320336885442514,-0.46102059971117376,50.83034937078901
30.14302,118.17154,1613.97,2009-12-31 23:03:34+00:00,0.0,0.0,38.0,0.0,,0.0
30.14298,118.17169,1606.47,2009-12-31 23:03:02+00:00,15.093988458531658,-7.5,-32.0,-0.4716871393291143,-0.4968865598781304,67.83835845071397
30.14298,118.17169,1606.47,2009-12-31 23:03:28+00:00,0.0,0.0,26.0,0.0,,0.0
30.143,118.17179,1603.56,2009-12-31 23:03:05+00:00,9.869673225684789,-2.910000000000082,-23.0,-0.4291162272036865,-0.29484258834700955,40.76882361246539
30.143,118.17179,1603.56,2009-12-31 23:03:25+00:00,0.0,0.0,20.0,0.0,,0.0
30.14304,118.17189,1600.82,2009-12-31 23:03:09+00:00,10.594695248454318,-2.740000000000009,-16.0,-0.6621684530283949,-0.25861999196246377,43.072902894435565
30.14304,118.17189,1600.82,2009-12-31 23:03:21+00:00,0.0,0.0,12.0,0.0,,0.0
30.14304,118.17199,1596.61,2009-12-31 23:03:13+00:00,9.615853116592811,-4.210000000000036,-8.0,-1.2019816395741014,-0.43781866766822736,42.19507121973418
30.14304,118.17199,1596.61,2009-12-31 23:03:18+00:00,0.0,0.0,5.0,0.0,,0.0
30.14303,118.17206,1593.21,2009-12-31 23:03:15+00:00,6.822324021292038,-3.3999999999998636,-3.0,-2.2741080070973463,-0.4983638990743741,30.680366476651095
30.14304,118.17199,1596.61,2009-12-31 23:03:13+00:00,6.822324021292038,3.3999999999998636,-2.0,-3.411162010646019,0.4983638990743741,30.680366476651095
30.14304,118.17199,1596.61,2009-12-31 23:03:18+00:00,0.0,0.0,5.0,0.0,,0.0
30.14304,118.17189,1600.82,2009-12-31 23:03:09+00:00,9.615853116592811,4.210000000000036,-9.0,-1.068428124065868,0.43781866766822736,42.19507121973418
30.14304,118.17189,1600.82,2009-12-31 23:03:21+00:00,0.0,0.0,12.0,0.0,,0.0
30.143,118.17179,1603.56,2009-12-31 23:03:05+00:00,10.594695248454318,2.740000000000009,-16.0,-0.6621684530283949,0.25861999196246377,43.072902894435565
30.143,118.17179,1603.56,2009-12-31 23:03:25+00:00,0.0,0.0,20.0,0.0,,0.0
30.14298,118.17169,1606.47,2009-12-31 23:03:02+00:00,9.869673225684789,2.910000000000082,-23.0,-0.4291162272036865,0.29484258834700955,40.76882361246539
30.14298,118.17169,1606.47,2009-12-31 23:03:28+00:00,0.0,0.0,26.0,0.0,,0.0
30.14302,118.17154,1613.97,2009-12-31 23:02:56+00:00,15.093988458531658,7.5,-32.0,-0.4716871393291143,0.4968865598781304,67.83835845071397
30.14302,118.17154,1613.97,2009-12-31 23:03:34+00:00,0.0,0.0,38.0,0.0,,0.0
30.14306,118.17143,1619.26,2009-12-31 23:02:52+00:00,11.474541491885855,5.289999999999964,-42.0,-0.27320336885442514,0.46102059971117376,50.83034937078901
30.14306,118.17143,1619.26,2009-12-31 23:03:38+00:00,0.0,0.0,46.0,0.0,,0.0
30.14306,118.17128,1622.43,2009-12-31 23:02:47+00:00,14.423776753282441,3.1700000000000728,-51.0,-0.2828191520251459,0.21977600279196438,57.63159631181692
30.14306,118.17128,1622.43,2009-12-31 23:03:43+00:00,0.0,0.0,56.0,0.0,,0.0
30.14304,118.17117,1623.86,2009-12-31 23:02:43+00:00,10.808695837989822,1.4299999999998363,-60.0,-0.1801449306331637,0.13230088268130827,41.485305016763064
30.14304,118.17117,1623.86,2009-12-31 23:03:47+00:00,0.0,0.0,64.0,0.0,,0.0
30.14304,118.1711,1624.96,2009-12-31 23:02:41+00:00,6.731097183118223,1.1000000000001364,-66.0,-0.10198632095633671,0.16342060886581264,26.211949859225847
30.14304,118.1711,1624.96,2009-12-31 23:03:50+00:00,0.0,0.0,69.0,0.0,,0.0
30.14296,118.1711,1623.51,2009-12-31 23:02:38+00:00,8.895594131622975,-1.4500000000000455,-72.0,-0.12354991849476354,-0.16300204107170718,34.63413887384279
30.14296,118.1711,1623.51,2009-12-31 23:03:53+00:00,0.0,0.0,75.0,0.0,,0.0
30.1428,118.17095,1623.35,2009-12-31 23:02:29+00:00,22.903547206814963,-0.16000000000008185,-84.0,-0.2726612762716067,-0.0069858174611692365,82.74076994453401
30.1428,118.17095,1623.35,2009-12-31 23:04:01+00:00,0.0,0.0,92.0,0.0,,0.0
30.14275,118.17084,1624.17,2009-12-31 23:02:25+00:00,11.949626939440533,0.8200000000001637,-96.0,-0.12447528061917222,0.06862138911581411,44.49465698198621
30.14275,118.17084,1624.17,2009-12-31 23:04:05+00:00,0.0,0.0,100.0,0.0,,0.0
30.14276,118.17072,1627.92,2009-12-31 23:02:21+00:00,11.592509186611933,3.75,-104.0,-0.1114664344866532,0.32348475551184686,48.48303307180296
30.14276,118.17072,1627.92,2009-12-31 23:04:09+00:00,0.0,0.0,108.0,0.0,,0.0
30.14275,118.17054,1633.36,2009-12-31 23:02:15+00:00,17.34426610882061,5.439999999999827,-114.0,-0.15214268516509305,0.31364832422821615,72.23135799175388
30.14275,118.17054,1633.36,2009-12-31 23:04:16+00:00,0.0,0.0,121.0,0.0,,0.0
30.14269,118.17045,1636.37,2009-12-31 23:02:11+00:00,10.927413198588983,3.009999999999991,-125.0,-0.08741930558871186,0.27545402972303284,44.75668751492032
30.14269,118.17045,1636.37,2009-12-31 23:04:20+00:00,0.0,0.0,129.0,0.0,,0.0
30.1426,118.17044,1635.54,2009-12-31 23:02:07+00:00,10.053635092788388,-0.8299999999999272,-133.0,-0.07559124129916081,-0.08255720367206262,37.687086334038064
30.1426,118.17044,1635.54,2009-12-31 23:04:23+00:00,0.0,0.0,136.0,0.0,,0.0
30.1425,118.17038,1636.32,2009-12-31 23:02:03+00:00,12.527199007187077,0.7799999999999727,-140.0,-0.08947999290847912,0.06226451735559344,46.50191642587343
30.1425,118.17038,1636.32,2009-12-31 23:04:28+00:00,0.0,0.0,145.0,0.0,,0.0
